cas,smiles,h1,h2
27873-89-8,O=C(O)C1=C(C(=O)O)C(C=2C=CC=CC2)=C(C=3C=CC=CC3)C(C=4C=CC=CC4)=C1C=5C=CC=CC5,37,36
114026-05-0,O=C(O)C1=CC=C(OC2=CC=CC(=C2)N(=O)=O)C=C1C(=O)O,22,30
85218-61-7,O=C(O)C1=CC=C(OC2=CC=C(C=C2)C(=O)C=3C=CC=CC3)C=C1C(=O)O,27,40
17851-32-0,O=C(O)C=1C=C(C(=O)O)C(=CC1C(=O)O)C(=O)C2=CC(C(=O)O)=C(C=C2C(=O)O)C(=O)O,32,36
26177-81-1,O=C(O)C1=CC=C(OC=2C=CC(=CC2)C3=CC=C(OC4=CC=C(C(=O)O)C(=C4)C(=O)O)C=C3)C=C1C(=O)O,38,55
4841-80-9,O=C(O)C=1C(F)=C(F)C(=C(F)C1C(=O)O)C2=C(F)C(F)=C(C(=O)O)C(C(=O)O)=C2F,30,31
164018-88-6,O=C(O)C1=CC2=C(OCCCCCCCCCCCC)C=3C=C(C(=O)O)C(=CC3C(OCCCCCCCCCCCC)=C2C=C1C(=O)O)C(=O)O,52,108
339251-82-0,O=C(O)C1=CC=C(C=C1C(=O)O)C(=O)C2=CC=C(C=C2)NC(=O)CCCCCCCCCCC,34,38
330635-68-2,O=C(O)C1=CC=C(OC2=CC=C(C=C2)NC(=O)C=3SC=CC3)C=C1C(=O)O,27,39
139223-21-5,O=C(O)C1=CC=C(C=C1C(=O)O)C2(C3=CC=C(C(=O)O)C(=C3)C(=O)O)C=4C=CC=CC4C=5C=CC=CC52,37,41
2639455-09-5,O=C(O)C=1C=C2C(=CC1C(=O)O)C(NC(=O)OC(C)(C)C)CC2,23,26
2639456-65-6,O=C(O)C=1C=C2C(=CC1C(=O)O)C(NC(=O)OCC=3C=CC=CC3)CC2,26,29
57532-26-0,O=C(O)C=1C=CC=C(N=NC(C(=O)NC2=CC(Cl)=C(C=C2Cl)NC(=O)C(N=NC3=CC=CC(C(=O)O)=C3C(=O)O)C(=O)C)C(=O)C)C1C(=O)O,50,71
4821-92-5,O=C(O)C1=CC(O)=CC(=C1C(=O)O)C,14,18
921759-09-3,O=C(O)C1=CC=C(C=C1C(=O)O)CC,14,18
3209-07-2,O=C(O)C=1C=C(O)C=C(O)C1C(=O)O,14,19
441772-78-7,O=C(O)C1=CC=C(C=C1C(=O)O)C(C)C,15,19
438461-42-8,O=C(O)C=1C=CC=C(SC)C1C(=O)O,14,21
77764-00-2,O=C(O)C=1C=CC=C(OCC)C1C(=O)O,15,24
99595-55-8,O=C(O)C=1C(N)=CC=C(N)C1C(=O)O,14,21
62351-68-2,O=C(O)C=1C=C(N)C=C(N)C1C(=O)O,14,21
68655-99-2,O=C(O)C1=CC(Cl)=C(C=C1C(=O)O)C,14,17
24953-75-1,O=C(O)C1=CC(OC)=CC(O)=C1C(=O)O,15,22
1190387-31-5,O=C(O)C1=CC=C(C=C1C(=O)O)CCCC,16,20
103204-95-1,O=C(O)C1=CC(OC)=C(C=C1C(=O)O)C,15,21
55289-21-9,O=C(O)C1=CC=C(OC)C(=C1C(=O)O)C,15,21
2151858-37-4,O=C(O)C1=CC(=CC(F)=C1C(=O)O)C,14,17
1453498-29-7,O=C(O)C1=CC(F)=C(C=C1C(=O)O)C,14,17
18245-63-1,O=C(O)C=1C=CC=C(SCC)C1C(=O)O,15,24
872814-86-3,O=C(O)C1=CC=C(OC)C(O)=C1C(=O)O,15,22
1822764-40-8,O=C(O)C1=CC=C(SCC)C=C1C(=O)O,15,24
295361-64-7,O=C(O)C1=CC=C(I)C(I)=C1C(=O)O,14,17
109803-70-5,O=C(O)C1=CC=C(O)C(Cl)=C1C(=O)O,14,18
2639625-50-4,O=C(O)C1=CC(F)=C(O)C=C1C(=O)O,14,18
213611-99-5,O=C(O)C1=CC=C(C=C1C(=O)O)C(=O)C,15,19
114571-71-0,O=C(O)C=1C=C(Br)C=C(Br)C1C(=O)O,14,17
91345-30-1,O=C(O)C1=CC=C(C=C1C(=O)O)CCC(=O)O,17,21
1421750-77-7,O=C(O)C=1C=CC2=CC=CN=C2C1C(=O)O,16,22
1803844-35-0,O=CCCC=1C=CC=C(C(=O)O)C1C(=O)O,25,24
1391277-41-0,O=C(O)C1=CC=C(C=C1C(=O)O)C(N)CN,16,20
52060-72-7,O=C(O)C=1C=C(C(=O)O)C(=CC1OC)C(=O)O,19,24
66753-48-8,O=C(O)C1=CC=C(N=C=S)C=C1C(=O)O,15,19
856806-77-4,O=C(O)C1=CC=C(OC)C(Cl)=C1C(=O)O,15,21
90273-39-5,O=C(O)C1=CC(Cl)=C(OC)C=C1C(=O)O,15,21
64208-34-0,O=C(O)C=1C=CC=C(OCC=C)C1C(=O)O,16,25
86528-18-9,O=C(O)C=1C=CC=C(OC(C)(C)C)C1C(=O)O,17,30
2107-46-2,O=C(O)C1=CC=C2OCOC2=C1C(=O)O,15,20
81568-57-2,O=C(O)C=1C=2C=CC=CC2C=3C=CC=CC3C1C(=O)O,20,29
119252-37-8,O=C(O)C1=CC=C(C=C1C(=O)O)C=2C=CC(N)=CC2,19,23
828922-44-7,O=C(O)C=1C=C(C(=O)O)C(C(=O)O)=C(Br)C1C(=O)O,21,22
81452-61-1,O=C(O)C1=CC=2SC=CC2C=C1C(=O)O,15,20
90772-02-4,O=C(O)C1=CC=2OCCOC2C=C1C(=O)O,16,23
84185-83-1,O=C(O)C=1C(O)=CC=C(C=2C=CC(=CC2)C)C1C(=O)O,20,31
343968-68-3,O=C(O)C1=CC(=CC(Br)=C1C(=O)O)C(C)(C)C,17,20
856806-22-9,O=C(O)C1=CC(O)=C(C=C1C(=O)O)N(=O)=O,16,20
769138-06-9,O=C(O)C1=CC=C(C=C1C(=O)O)NC(=S)N,16,20
39155-64-1,O=C(O)C=1C=CC=2C(=CC=C(C(=O)O)C2C(=O)O)C1C(=O)O,22,29
2616551-92-7,O=C(O)C=1C=C2C(=CC1C(=O)O)CC(O)C2,16,19
858789-94-3,O=C(O)C1=CC=C2OCOCC2=C1C(=O)O,16,23
112056-11-8,O=C(O)C1=C(F)C(F)=C(S)C(F)=C1C(=O)O,16,18
1806504-79-9,O=C(O)C1=CC=C(C=C1C(=O)O)CC(=O)CBr,17,21
1804397-98-5,O=C(O)C1=CC=CC(=C1C(=O)O)C(Cl)C(=O)C,17,21
1804039-21-1,O=C(O)C1=CC=CC(=C1C(=O)O)CC(=O)CBr,17,21
91827-38-2,O=C(O)C1=CC=2C=CC=CC2C(C=3C=CC=CC3)=C1C(=O)O,22,33
808117-87-5,O=C(O)C1=CC=C(OC=2C=NC=CC2)C=C1C(=O)O,19,27
128885-97-2,O=C(O)C=1C(O)=CC=C(OC=2C=CC=CC2)C1C(=O)O,20,29
1806542-29-9,O=C(O)C1=CC=C(C=C1C(=O)O)C(=O)C(Br)C,17,21
28889-41-0,O=C(O)C1=C(F)C(F)=C(OC)C(F)=C1C(=O)O,17,21
1772627-82-3,O=C(O)C=1C(F)=CC=C(C1C(=O)O)N(=O)=O,16,19
1381801-67-7,O=C(O)C=1C=CC=C(OC=2C=NC=CC2)C1C(=O)O,19,27
35010-28-7,O=C(O)C1=CC(Cl)=C(C=C1C(=O)O)N(=O)=O,16,19
1806542-37-9,O=C(O)C1=CC=C(C=C1C(=O)O)C(=O)CCBr,17,21
1804038-87-6,O=C(O)C1=CC=CC(C(=O)C(Br)C)=C1C(=O)O,17,25
209461-09-6,O=C(O)C=1C=CC=CC1OC2=CC=CC(C(=O)O)=C2C(=O)O,31,30
1804397-67-8,O=C(O)C1=CC=CC(C(=O)CCBr)=C1C(=O)O,17,25
65190-26-3,O=C(O)C=1C=C2C=CC=C(C2=CC1C(=O)O)S(=O)(=O)O,20,26
1822789-72-9,O=C(O)C=1C=C2C(=CC1C(=O)O)C(N)CC2,16,19
27594-39-4,O=C(O)C=1C=CC(=CC1C(=O)O)C2=CC=C(C=C2)N(=O)=O,21,25
115897-04-6,O=C(O)C1=CC(Cl)=C(Cl)C(=C1C(=O)O)N(=O)=O,17,19
50662-94-7,O=C(O)C=1C=CC=C(OC2=CC=CC(C(=O)O)=C2C(=O)O)C1C(=O)O,25,34
47297-31-4,O=C(O)C1=CC=C(C=C1C(=O)O)C(=O)OCC(CC)CCCC,23,27
3453-47-2,O=C(O)C1=CC=C2C(C(=O)CC2)=C1C(=O)O,16,23
2631705-26-3,O=C(O)C1=CC(=CC(C(=O)O)=C1C(=O)O)C=2C=C(C(=O)O)C(C(=O)O)=C(C2)C(=O)O,34,33
113845-03-7,O=C(O)C=1C=CC(=CC1C(=O)O)C=2C=CC(=CC2)C3=CC=C(C(=O)O)C(=C3)C(=O)O,30,34
40415-14-3,O=C(O)C1=CC=C(C=C1C(=O)O)C(=O)C2=CC=C(Cl)C=C2,21,25
922508-37-0,O=C(O)C1=CC=C2C(C(=O)CCC2)=C1C(=O)O,17,26
108347-25-7,O=C(O)C1=CC=C2C(=O)C=CC2=C1C(=O)O,16,21
2511739-37-8,O=C(O)C=1C=NC=C(OC2=CC=CC(C(=O)O)=C2C(=O)O)C1,29,28
78164-32-6,O=C(O)C=1C=C(C(=CC1C(=O)O)C(F)(F)F)C(F)(F)F,20,23
141573-91-3,O=C(O)C1=CC=C(C=C1C(=O)O)C2CCC(C(=O)O)C(C(=O)O)C2,24,28
88066-33-5,O=C(OCCOC(=O)C1=CC=C(C(=O)O)C(=C1)C(=O)O)C=C,30,28
681179-19-1,O=C(O)C=1C=CC(=CC1)C2=C(C(=O)O)C(C(=O)O)=C(C3=CC=C(C=C3)C(=O)O)C(C(=O)O)=C2C(=O)O,49,48
58370-85-7,O=C(O)C1=CC=C(C=C1C(=O)O)S(=O)(=O)OC=2C=CC=CC2,22,26
144907-46-0,N#CC1=CC=C(C=C1)C(=O)NC2=CC=C(C(=O)O)C(=C2)C(=O)O,32,30
330634-73-6,O=C(O)C1=CC=C(C=C1)NC(=O)C2=CC=C(C(=O)O)C(=C2)C(=O)O,34,32
329203-92-1,O=C(O)C1=CC(OC2=CC=C(OC)C=C2)=C(OC3=CC=C(OC)C=C3)C=C1C(=O)O,30,47
88687-92-7,O=C(O)C=1C=CC=C(N=NC2=CC=CC(C(=O)O)=C2C(=O)O)C1C(=O)O,26,35
2376596-98-2,O=C(O)C=1C=C(C=C(C1)C=2C(C(=O)O)=C(C(=O)O)C(C=3C=C(C=C(C3)C(=O)O)C(=O)O)=C(C(=O)O)C2C(=O)O)C(=O)O,54,53
828912-29-4,O=C(O)C=1C=C(C(=O)O)C(=CC1C(=O)O)C(=O)C2=CC=C(O)C=C2O,25,29
108347-31-5,O=C(O)C1=CC=C2C(=O)C(Cl)CC2=C1C(=O)O,17,23
18959-88-1,O=C(O)C1=CC=C(OC2=CC=C(OC3=CC=C(C(=O)O)C(=C3)C(=O)O)C=C2)C=C1C(=O)O,32,45
1061873-28-6,O=C(O)C1=CC=C(N=NC2=CC=C(C(=O)O)C(=C2)C(=O)O)C=C1C(=O)O,26,35
2639442-25-2,O=C(O)C1=CC(O)=C(C=C1C(=O)O)NC(=O)OC(C)(C)C,21,25
60803-96-5,O=C(O)C1=CC=C2C(=C1C(=O)O)C3C=CC4C=CC2C43,20,23
778601-70-0,O=C(O)C1=CC=C(C=C1C(=O)O)NC(=O)OCC=2C=CC=CC2,23,27
52839-61-9,O=C(O)C1=CC=C2C(=O)C3=CC(C(=O)O)=C(C=C3C(=O)C2=C1)C(=O)O,29,32
105553-71-7,O=C(O)C1=CC=C(OC2=CC=C(C=C2)C(=O)C3=CC=C(C(=O)O)C(=C3)C(=O)O)C=C1C(=O)O,33,46
294892-14-1,O=C(O)C1=CC=C(OC2=CC=C(C=C2)NC(=O)C(C)C)C=C1C(=O)O,25,41
302927-96-4,O=C(O)C1=CC=C(OC2=CC=C(C=C2)NC(=O)C=3C=CC=CC3)C=C1C(=O)O,28,42
669704-09-0,O=C(O)C1=CC=C(OC2=CC=CC(=C2)NC(=O)C3=CC=C(C=C3)C)C=C1C(=O)O,29,45
1510005-73-8,O=C(O)C=1C=CN=C(C1)C2=NC(=CC(=C2)C3=CC=C(C(=O)O)C(=C3)C(=O)O)C4=NC=CC(=C4)C(=O)O,46,44
53464-95-2,O=C(O)C=1C=CC=C(OC2=CC=C(C=C2)C(C3=CC=C(OC4=CC=CC(C(=O)O)=C4C(=O)O)C=C3)(C)C)C1C(=O)O,41,64
723735-73-7,O=C(O)C1=CC=C(OC2=CC=C(C=C2)NC(=O)C3=CC=C(C(=C3)C)C)C=C1C(=O)O,30,48
669704-07-8,O=C(O)C1=CC=C(OC2=CC=C(C=C2)NC(=O)C=3C=CC=CC3OC)C=C1C(=O)O,30,46
294890-67-8,O=C(O)C1=CC=C(OC2=CC=CC(=C2)NC(=O)C=3C=CC(=CC3)C=4C=CC=CC4)C=C1C(=O)O,34,52
404831-08-9,O=C(O)C1=CC=C(OC2=CC=C(C=C2)NC(=O)COC=3C=CC=CC3C)C=C1C(=O)O,31,49
328265-20-9,O=C(O)C1=CC=C(C=C1C(=O)O)C(=O)C2=CC=C(C=C2)NC(=O)C(C=3C=CC=CC3)C=4C=CC=CC4,36,40
596790-80-6,O=C(O)C1=CC=C(OC2=CC=CC(=C2)NC(=O)C=3SC=CC3)C=C1C(=O)O,27,39
77462-00-1,O=C(O)C1=CC=C(C=C1C(=O)O)C(=O)N(CCP(C=2C=CC=CC2)C=3C=CC=CC3)CCP(C=4C=CC=CC4)C=5C=CC=CC5,45,49
364628-51-3,O=C(O)C1=CC=C(OC2=CC=CC(=C2)NC(=O)COC3=CC=CC(=C3)N(=O)=O)C=C1C(=O)O,33,48
332408-70-5,O=C(O)C1=CC=C(OC=2C=CC(=CC2)C3=NC(=NC(=C3)C=4C=CC(OC5=CC=C(C(=O)O)C(=C5)C(=O)O)=CC4)C=6C=CC=CC6)C=C1C(=O)O,50,73
330971-85-2,O=C(O)C1=CC=C(OC2=CC=CC(=C2)NC(=O)C3=CC=C(C=C3)C(=O)NC=4C=CC=C(OC5=CC=C(C(=O)O)C(=C5)C(=O)O)C4)C=C1C(=O)O,50,73
90829-94-0,O=C(O)C=1C=C2C(=O)OC3(C4=CC=C(O)C=C4OC5=CC(O)=CC=C53)C2=CC1C(=O)O,31,42
23241-56-7,O=C(O)C1=C(O)C=C2C(=O)C3=C(O)C(O)=C(C(O)=C3C(=O)C2=C1C(=O)O)C4=CC(=CC=C4O)CC(N)C(=O)O,39,45
339059-85-7,O=C(O)C1=CC=C(OC2=CC=C(C=C2)N3C(=O)C4=CC=C(C=C4C3=O)C(=O)C5=CC=CC(=C5)N(=O)=O)C=C1C(=O)O,41,56
687597-67-7,O=C(O)C1=CC=C(C=C1C(=O)O)NC(=O)C2=CC=CC(=C2)N3C(=O)C4=CC=C(C=C4C3=O)C(=O)NC5=CC=C(C(=O)O)C(=C5)C(=O)O,47,51
152842-64-3,O=C(O)C1=CC=C(C=C1C(=O)O)C(=O)N2C3=CC=CC=C3C(=C2C=4C=CC(F)=CC4)CC(=O)N(CCCCCC)CCCCCC,46,50
1822647-91-5,N#CC1=CC=CC(C(=O)O)=C1C(=O)O,18,17
25809-28-3,O=C(O)C1=CC=CC(=C1C(=O)O)CCC,15,19
99865-79-9,O=C(O)C1=CC=C(C(=C1C(=O)O)C)CC,15,18
39521-06-7,O=C(O)C=1C(N)=CC=C(C1C(=O)O)C,14,19
22481-10-3,O=C(O)C=1C(O)=C(C=C(C1C(=O)O)C)C,15,18
1824374-56-2,O=C(O)C1=CC=CC(C(=O)N)=C1C(=O)O,15,21
2733477-28-4,O=C(O)C=1C=CC=C(OO)C1C(=O)O,14,19
61260-14-8,O=C(O)C1=CC=C(C=C1C(=O)O)C(=O)S,15,19
113665-36-4,O=C(O)C1=CC=C(O)C(C(=O)O)=C1C(=O)O,21,20
82297-95-8,O=C(O)C1=CC(O)=C(O)C(O)=C1C(=O)O,15,20
213612-01-2,O=C(O)C1=CC=C(C=C1C(=O)O)C(=O)N,15,19
111342-37-1,O=C(O)C=1C(O)=C(O)C=C(C1C(=O)O)C,15,19
69933-19-3,O=C(O)C1=CC=C(C(=O)O)C(C(=O)O)=C1O,20,19
1528327-58-3,O=C(O)C1=CC=CC(=C1C(=O)O)C(N)C,15,19
1391038-53-1,O=C(O)C1=CC=C(C=C1C(=O)O)C(N)C,15,19
313229-50-4,O=C(O)C1=CC=CC(=C1C(=O)O)CCCC,16,20
1167573-50-3,O=C(O)C1=CC(Br)=C(I)C=C1C(=O)O,14,17
100613-18-1,O=C(O)C1=CC=C(C(=C1C(=O)O)C)CCCC,17,20
13935-09-6,O=C(O)C1=CC=C(Cl)C(O)=C1C(=O)O,14,18
110978-92-2,O=C(O)C1=CC(O)=CC(F)=C1C(=O)O,14,18
13935-08-5,O=C(O)C=1C(Cl)=CC=C(O)C1C(=O)O,14,18
2385606-35-7,O=C(O)C=1C(F)=CC=C(O)C1C(=O)O,14,18
248595-23-5,O=C(O)C=1C(O)=CC=C(C1C(=O)O)CCC,16,20
78324-74-0,O=C(O)C1=CC=C(Br)C(Br)=C1C(=O)O,14,17
84638-34-6,O=C(O)C1=CC(O)=C(C(=O)O)C(O)=C1C(=O)O,17,22
3096-67-1,O=C(O)C1=CC=C(C=C1C(=O)O)NO,14,18
75543-83-8,O=C(O)C=1C=C(C(=O)O)C(C(=O)O)=C(C1C(=O)O)C,21,22
1005516-19-7,O=C(O)C=1C=CC=C(OCCO)C1C(=O)O,16,25
346419-81-6,O=C(O)C=1C=CC=2C=NN=CC2C1C(=O)O,16,21
1804397-57-6,N#CCCC=1C=CC=C(C(=O)O)C1C(=O)O,24,23
1804200-31-4,O=CCCC1=CC=C(C(=O)O)C(=C1)C(=O)O,25,23
958781-11-8,O=C(O)C1=CC=CC(C(=O)C)=C1C(=O)O,15,22
34163-34-3,O=C(O)C1=CC(Br)=CC(C(=O)O)=C1C(=O)O,20,19
113678-62-9,O=C(O)C=1C=C(C(=O)O)C(C(=O)O)=C(C(=O)O)C1O,23,22
1081825-97-9,O=C(O)C=1C=C(C(=O)O)C(C(=O)O)=C(O)C1C(=O)O,21,22
111036-22-7,O=C(O)C=1C=CC2=CC=CC(=C2C1C(=O)O)C,17,23
1807075-41-7,O=C(O)C1=CC=CC(=C1C(=O)O)CC(=O)C,16,20
52060-73-8,O=C(O)C1=CC(OC)=C(C(=O)O)C(=C1)C(=O)O,24,22
73322-57-3,O=C(O)C1=CC=C(OC)C(C(=O)O)=C1C(=O)O,24,23
65726-16-1,O=C(O)C1=CC=C(C(=O)O)C(C(=O)O)=C1OC,21,20
1806542-23-3,O=C(O)C1=CC=C(C=C1C(=O)O)C(=O)CC,16,20
14453-49-7,O=C(O)C=1C(I)=C(I)C(I)=C(I)C1C(=O)O,16,17
99866-19-0,O=C(O)C1=CC(OC)=C(OCC)C=C1C(=O)O,17,28
77764-02-4,O=C(O)C=1C=CC=C(OCCCC)C1C(=O)O,17,30
59590-46-4,O=C(O)C1=CC=2C=CC=C(N)C2C=C1C(=O)O,17,25
1005516-20-0,O=C(O)C=1C=CC=C(OCCCO)C1C(=O)O,17,28
143092-20-0,O=C(O)C1=CC=C2N=CC=NC2=C1C(=O)O,16,21
108199-16-2,O=C(O)C1=C(O)C=C(C(OC)=C1C(=O)O)C,16,22
1807074-67-4,O=C(O)C1=CC=CC(=C1C(=O)O)CCCBr,16,20
1806531-01-0,O=C(O)C1=CC=CC(C(=O)CC)=C1C(=O)O,16,25
1803746-96-4,O=C(O)C1=CC=CC(=C1C(=O)O)CCCCl,16,20
33561-98-7,O=C(O)C1=CC(OC)=C(C(OC)=C1C(=O)O)C,17,25
858442-77-0,O=C(O)C1=CC=C(OC)C(OCC)=C1C(=O)O,17,28
4464-96-4,O=C(O)C1=CC=C2C(=C1C(=O)O)CCC2,15,18
1423617-03-1,O=C(O)C=1C(Br)=CC=C(OC)C1C(=O)O,15,21
134331-63-8,O=C(O)C=1C=CC2=CC(=CN=C2C1C(=O)O)C,17,22
2383978-89-8,O=C(O)C=1C(F)=CC=C(OC)C1C(=O)O,15,21
167490-20-2,O=C(O)C=1C=C2C(=CC1C(=O)O)CCCC2,16,19
90772-01-3,O=C(O)C1=CC=CC(C(=O)OC)=C1C(=O)O,16,23
81892-86-6,O=C(O)C1=CC(O)=C(OC)C(OC)=C1C(=O)O,17,26
62268-13-7,O=C(O)C1=CC(Cl)=C(SC)C=C1C(=O)O,15,21
63196-12-3,O=C(O)C=1C=CC=C(OC=2C=CC=CC2)C1C(=O)O,19,28
63018-89-3,O=C(O)C1=CC=C2C=CC=3C=CC=CC3C2=C1C(=O)O,20,29
4371-40-8,O=C(O)C1=CC(C(=O)O)=C(C=C1C(=O)O)C=2C=CC=CC2,21,25
1008458-96-5,O=C(O)C1=C(C(=O)O)C(=CC=C1N(=O)=O)C,17,16
68621-19-2,O=C(O)C=1C=CC=C(SC=2C=CC=CC2)C1C(=O)O,19,28
65726-17-2,O=C(O)C=1C=C(C(=O)O)C(C(=O)O)=C(C(=O)O)C1OC,24,23
54229-55-9,O=C(O)C1=CC=C(C=C1C(=O)O)S(=O)(=O)Cl,16,20
170846-97-6,O=C(O)C1=CC=C(C=C1C(=O)O)C(N)(C(=O)O)C,18,22
1005516-26-6,O=C(O)C=1C=CC=C(NCCCC)C1C(=O)O,17,31
120956-79-8,O=C(O)C1=CC(OC)=C(OCC)C(OC)=C1C(=O)O,19,32
89939-47-9,O=C(O)C=1C(N)=CC=C(C1C(=O)O)N(=O)=O,16,21
444287-94-9,O=C(O)C=1C=CC=C(NCCOC)C1C(=O)O,17,29
89939-48-0,O=C(O)C1=CC=C(N)C(=C1C(=O)O)N(=O)=O,16,21
1073323-63-3,O=C(O)C1=CC=C2OCCOC2=C1C(=O)O,16,23
106113-16-0,O=C(O)C1=CC=C(C(=C1C(=O)O)CC=C(C)C)C,18,21
89939-50-4,O=C(O)C1=CC(N)=CC(=C1C(=O)O)N(=O)=O,16,21
75293-73-1,O=C(O)C1=CC=C(OC2=CC=C(OC)C=C2)C=C1C(=O)O,21,32
1005516-29-9,O=C(O)C=1C=CC=C(NC(=O)CO)C1C(=O)O,17,25
169542-84-1,O=C(O)C1=C(F)C(F)=C(N)C(F)=C1C(=O)O,16,19
62268-17-1,O=C(O)C1=CC(Cl)=C(SC)C(Cl)=C1C(=O)O,16,21
1806504-77-7,O=C(O)C1=CC=C(C=C1C(=O)O)C(Br)C(=O)C,17,21
1804039-12-0,O=C(O)C1=CC=CC(=C1C(=O)O)C(Br)C(=O)C,17,21
603109-82-6,O=C(O)C1=CC=C(C=C1C(=O)O)C(=O)OCCO,18,22
775530-42-2,O=C(O)C1=CC=C2C(=C1C(=O)O)CNCC2,16,19
62268-18-2,O=C(O)C1=CC(Cl)=C(Cl)C(SC)=C1C(=O)O,16,21
1784432-89-8,O=C(O)C1=CC=2ON=CC2C=C1C(=O)O,15,19
1010100-11-4,O=C(O)C1=CC=C(C=C1C(=O)O)NCC=2C=CC=CC2,20,24
217196-44-6,O=C(O)C1=CC=C(C(Br)=C1C(=O)O)N(=O)=O,16,19
29639-50-7,O=C(O)C1=CC=C(C=C1C(=O)O)C(=O)OCCCC,19,23
773108-17-1,O=C(O)C1=CC=C(OC=2C(=CC=CC2C)C)C=C1C(=O)O,21,34
61415-82-5,O=C(O)C=1C=C2C=C3C=CC=C(N)C3=CC2=CC1C(=O)O,21,31
61214-97-9,O=C(O)C1=C(OC)C=C(OC)C(=C1C(=O)O)CCCC,20,28
98589-66-3,O=C(O)C1=CC=C(OC)C(=C1C(=O)O)N(=O)=O,17,23
865354-08-1,O=C(O)C1=CC=C(C#CC=2C=CC=C(F)C2)C=C1C(=O)O,21,29
1780469-46-6,O=C(O)C1=CC=2C=NNC2C=C1C(=O)O,15,20
1005516-37-9,O=C(O)C1=CC=CC(=C1C(=O)O)N2CCCCC2,18,22
883843-62-7,O=C(O)C=1C=2C=CC=CC2C=3C=4C=CC=CC4C=CC3C1C(=O)O,24,35
2170725-07-0,O=C(O)C=1C=C(C=C(C1)C=2C=C(C(=O)O)C(C(=O)O)=C(C2)C(=O)O)C(=O)O,35,33
351370-84-8,O=C(O)C1=CC=C(C=C1C(=O)O)C(=O)C2=CC=C(O)C=C2,21,25
138472-63-6,O=C(O)C1=CC=C(C=C1C(=O)O)C(=O)C2=CC=C(C(=C2)C)C,22,26
13055-36-2,O=C(O)C1=CC2=CC=CC3=C2C(=C1C(=O)O)CC3,18,23
195384-92-0,O=C(O)C1=CC=C(C=C1C(=O)O)CCC(=O)CCCCCCCCC,25,29
114026-06-1,O=C(O)C1=CC=C(OC=2C=CC=CC2N)C=C1C(=O)O,20,30
2733136-75-7,O=C(O)C1=CC=C(C(=C1C(=O)O)CCOCCCC)CCOCCCC,26,29
1784874-74-3,O=C(O)C1=CC=2N=COC2C=C1C(=O)O,15,19
917766-59-7,O=C(O)C1=CC(Cl)=C(C=C1C(=O)O)P(=O)(O)O,17,20
515878-10-1,O=C(O)C1=CC=C(OC2=CC=C(F)C=C2)C=C1C(=O)O,20,28
13505-74-3,O=C(O)C1=CC=C(C=C1C(=O)O)C(O)C2=CC=C(C(=O)O)C(=C2)C(=O)O,26,30
110300-56-6,O=C(O)C1=CC=C(OCC2=CC=C(C=C)C=C2)C=C1C(=O)O,22,35
343217-37-8,O=C(O)C1=CC(F)=CC(=C1C(=O)O)C(F)(F)F,17,20
143650-84-4,O=C(O)C=1C=C(C(=O)OC)C(=CC1C(=O)O)C(=O)OC,20,26
39995-21-6,O=C(O)C1=CC=C(C=C1C(=O)O)C(=O)C=2C=CC=C(N)C2,21,25
89586-39-0,O=C(O)C=1C=C(C(=C(OC)C1C(=O)O)N(=O)=O)C,18,23
1547162-78-6,O=C(O)C1=CC(OC(C)C)=CC(=C1C(=O)O)N(=O)=O,19,29
62351-70-6,O=C(O)C1=CC(N)=C(C=C1C(=O)O)C(=O)OCC,18,23
24910-57-4,O=C(O)C1=CC=C(C=C1)C(=O)C2=CC=C(C(=O)O)C(=C2)C(=O)O,32,30
67389-67-7,O=C(O)C1=CC=CC(=C1C(=O)O)N(CC=C)CC=C,19,23
198625-32-0,O=C(O)C1=CC=C(C=C1C(=O)O)C(=O)C2=CC(=CC=C2C)C,22,26
936820-89-2,O=C(O)C1=CC=C(C=C1C(=O)O)C=2C=CC=CC2N(=O)=O,21,25
63196-13-4,O=C(O)C=1C=CC=C(OC2=CC=C(Cl)C=C2)C1C(=O)O,20,28
1344582-70-2,O=C(O)C1=CC=C2C(=C1C(=O)O)C(N)CC2,16,19
1344577-98-5,O=C(O)C1=CC=C2C(=C1C(=O)O)C(N)CC2,16,19
37390-38-8,O=C(O)C1=CC=C(C=C1C(=O)O)NC(=O)C=2C=CC=CC2,21,25
6279-83-0,O=C(O)C=1C(OC)=C(OC)C=C(C1C(=O)O)N(=O)=O,19,27
1005516-38-0,O=C(O)C1=CC=CC(=C1C(=O)O)N2CCC(O)CC2,19,23
2667597-92-2,O=C(O)C1=CC(F)=C2OCOC2=C1C(=O)O,16,20
42297-17-6,O=C(O)C1=CC=C(C=C1C(=O)O)[Si](C2=CC=C(C(=O)O)C(=C2)C(=O)O)(C)C,27,31
219646-70-5,O=C(O)C1=CC(OCC=C(C)C)=C(C(OC)=C1C(=O)O)C,21,35
1010100-15-8,O=C(O)C1=CC=C(C=C1C(=O)O)NCC=2C=CC=C(Cl)C2,21,25
847802-80-6,O=C(O)C=1C=C(C(=O)O)C(=CC1C(=O)O)C(=O)C2=CC=C(C=C2)C,24,28
29638-31-1,O=C(O)C1=CC=C(C=C1C(=O)O)C(=O)OCCCCCCCCCCCCCCCCCC,33,37
125592-09-8,O=C(O)C=1C=CC=2C=CC(=O)C2C1C(=O)O,16,21
