cas,smiles,h1,h2
1812209-21-4,O=C(O)C1=CC=C(C=C1C(=O)O)CN(CC2=CC=C(Br)C=C2)CCC(=O)O,27,31
927672-94-4,O=C(O)C=1C=CC=C(NC2=CC=C(OC)C=C2OC=3C=CC=CC3)C1C(=O)O,28,44
142118-99-8,O=C(O)C=1C=CC2=C(C1C(=O)O)C(=NN2C)C,17,20
96875-14-8,O=C(O)C1=CC=C(C=C1C(=O)O)NS(=O)(=O)C2=CC=C(N)C=C2,23,27
74815-73-9,O=C(O)C1=CC=C(C=C1C(=O)O)C(C(F)(F)F)(C(F)(F)F)C(F)(F)F,25,29
40415-15-4,O=C(O)C1=CC=C(C=C1C(=O)O)C(=O)C2=CC=C(Cl)C(=C2)N(=O)=O,24,28
22388-97-2,O=C(O)C1=C(O)C=C2C(C(=O)OC(C)C2)=C1C(=O)O,19,28
2628829-14-9,O=C(O)C1=CC=C(C=C1C(=O)O)C2=NC3=C(C=CC=C3C)N2,22,26
2628745-42-4,O=C(O)C1=CC=CC(C2=NC3=NC=C(C=C3N2)C)=C1C(=O)O,22,32
2627729-93-3,O=C(O)C=1C=CC=C(C#CC=2C=NN(C2C)C)C1C(=O)O,21,32
2589210-22-8,O=C(O)C=1C=CC(=CC1C(=O)O)C2=NC3=CC=C(C=C3N2)C,22,26
2554038-92-3,O=C(O)C=1C=CC=C(C#CCN2N=CC(=C2)CN)C1C(=O)O,22,34
2546321-75-7,O=C(O)C1=CC=CC(C2=NC3=C(C=CC=C3C)N2)=C1C(=O)O,22,33
2533663-36-2,O=C(O)C1=CC=CC(C2=NC3=NC=CC(=C3N2)C)=C1C(=O)O,22,32
2527899-48-3,O=C(O)C1=CC=C(C#CC2=NN(C=C2)CCC)C=C1C(=O)O,22,35
2510241-96-8,O=C(O)C1=CC=C(C#CC2=NN(C=C2)C(C)C)C=C1C(=O)O,22,35
2503679-67-0,O=C(O)C=1C=CC(=CC1C(=O)O)C2=NC3=NC=CC(=C3N2)C,22,26
2347032-35-1,O=C(O)C=1C=CC=C(NC(=O)CCCOC=2C=CC=CC2)C1C(=O)O,25,41
2346747-80-4,O=C(O)C=1C=CC=C(NC(=O)CCC=2C=CC=CC2OC)C1C(=O)O,25,41
2346326-39-2,O=C(O)C=1C=CC=C(NC(=O)C=2OC(=CC2)C)C1C(=O)O,21,31
2340404-92-2,O=C(O)C=1C=CC=C(NC(=O)CCC2=CC=C(C=C2)C(C)C)C1C(=O)O,26,46
2339815-61-9,O=C(O)C=1C=CC=C(NC(=O)CCSC=2C=CC=CC2)C1C(=O)O,24,38
2330971-86-1,O=C(O)C=1C=CC=C(NC(=O)CCC2=CC=C(OC)C=C2)C1C(=O)O,25,41
2200998-12-3,O=C(O)C1=CC=C(C=C1C(=O)O)NS(=O)(=O)C=2C=CC=C(N)C2,23,27
2088238-51-9,O=C(O)C1=CC=C(C=C1C(=O)O)CN(CC=2C=CC=C(Br)C2)CCC(=O)O,27,31
2083621-66-1,O=C(O)C1=CC=C(C=C1C(=O)O)CN(CC2=CC=C(C=C2)C(C)(C)C)CCC(=O)O,30,34
1005516-74-4,O=C(O)C1=C(C(=O)O)C(=CC=C1N(C)C)N2CCC(O)CC2,23,22
206865-50-1,O=C(O)C=1C(OC2=CC=C(OC)C=C2)=C(C(=O)O)C(C(=O)O)=C(OC3=CC=C(OC)C=C3)C1C(=O)O,44,45
121244-72-2,O=C(O)C1=CC=C(OC2=CC=C(C=C2Cl)C(F)(F)F)C=C1C(=O)O,24,31
84376-29-4,O=C(O)C1=CC=C(C=C1C(=O)O)C(C2=CC=C(C(=O)O)C(=C2)C(=O)O)C(Cl)(Cl)Cl,29,33
2083621-59-2,O=C(O)C1=CC=C(C=C1C(=O)O)CN(CC=2C=CC=CC2Br)CCC(=O)O,27,31
117153-07-8,O=C(O)C=1C=C(C(=O)O)C(=CC1C(=O)O)C(=O)NC=2C(=CC=CC2CC)CC,28,32
2628914-35-0,O=C(O)C1=CC(N)=CC(C2=NC3=NC=CN=C3N2)=C1C(=O)O,22,30
2623914-49-6,O=C(O)C1=CC=C(C#CCN2N=CC(=C2)CN)C=C1C(=O)O,22,34
2603968-26-7,O=C(O)C1=CC=C(C#CC=2C=NN(C2C)C)C=C1C(=O)O,21,32
2603326-97-0,O=C(O)C1=CC=CC(C2=NC=3N=C(C=CC3N2)C)=C1C(=O)O,22,32
2555660-25-6,O=C(O)C=1C=CC(=CC1C(=O)O)C2=NC3=NC=C(C=C3N2)C,22,26
2535898-40-7,O=C(O)C=1C=CC=C(C#CC2=CN(N=C2C)CC)C1C(=O)O,22,35
2509285-86-1,O=C(O)C1=CC=CC(C2=NC3=CC(O)=CC=C3N2)=C1C(=O)O,22,31
2346326-31-4,O=C(O)C=1C=CC=C(NC(=O)C2=CC=CC(=C2C)N(=O)=O)C1C(=O)O,25,36
2344844-68-2,O=C(O)C=1C=CC=C(NC(=O)C2=CC=C(OC)C(OC)=C2)C1C(=O)O,25,39
2344841-90-1,O=C(O)C=1C=CC=C(NS(=O)(=O)C2=CC=C(C=C2C)C)C1C(=O)O,24,38
2340046-53-7,O=C(O)C=1C=CC=C(NC(=O)COC=2C=C(C=C(C2)C)C)C1C(=O)O,25,41
2338504-50-8,O=C(O)C=1C=CC=C(NC(=O)C(C=2C=CC=CC2)C=3C=CC=CC3)C1C(=O)O,28,44
2338347-16-1,O=C(O)C=1C=CC=C(NC(=O)C=2C=CC=C(C2)C(=O)OC)C1C(=O)O,25,37
2338347-12-7,O=C(O)C=1C=CC=C(NC(=O)COC=2C=CC=CC2CC)C1C(=O)O,25,41
2337173-99-4,O=C(O)C=1C=CC=C(NC(=O)CCC=2C=CC=C(OCC)C2)C1C(=O)O,26,44
2333538-45-5,O=C(O)C=1C=CC=C(NC(=O)C=2C=CC=CC2SCCC)C1C(=O)O,25,41
2332901-15-0,O=C(O)C=1C=CC=C(NC(=O)C2=CC=C(SCCC)C=C2)C1C(=O)O,25,41
2331053-89-3,O=C(O)C=1C=CC=C(NC(=O)C=2C=C(OCC)C=C(OCC)C2)C1C(=O)O,27,45
2088238-49-5,O=C(O)C1=CC=C(C=C1C(=O)O)CN(CC(=O)O)CC2=CC=C(C=C2)C(=O)C,28,32
202192-78-7,O=C(O)C1=CC=C(C=C1C(=O)O)S(=O)(=O)C2=CC=C(SC3=CC=C(C(=C3)C)C)C=C2,30,34
199189-47-4,O=C(O)C=1C2=CC=C3C=CC4=C(C(=O)O)C(C(=O)O)=C5C=CC6=CC=C(C1C(=O)O)C=7C6=C5C4=C3C27,47,36
202597-72-6,O=C(O)C=1C=CC2=C(C3=CC=CC=C3N2C)C1C(=O)O,20,30
200709-92-8,O=C(O)C=1C=CC=C(NC(=O)C2=CN=C(Cl)C=C2)C1C(=O)O,22,30
97325-44-5,O=C(O)C=1C=CC=C(OCC#CC#CCOC2=CC=CC(C(=O)O)=C2C(=O)O)C1C(=O)O,32,45
97325-43-4,O=C(O)C1=CC=C(OCC#CC#CCOC2=CC=C(C(=O)O)C(=C2)C(=O)O)C=C1C(=O)O,32,45
2832449-47-3,O=C(O)C=1C(OCC(F)(F)F)=CC=C(OCC(F)(F)F)C1C(=O)O,24,31
2615186-35-9,O=C(O)C1=CC=C(C#CC2=CN(N=C2C)CC)C=C1C(=O)O,22,35
2597701-04-5,O=C(O)C1=CC(N)=CC(C2=NC=3C=CC=CC3N2)=C1C(=O)O,22,32
2596691-87-9,O=C(O)C=1C=CC(=CC1C(=O)O)C2=NC3=CC=C(O)C=C3N2,22,26
2591677-31-3,O=C(O)C1=CC=C(C=C1C(=O)O)C2=NC=3C(O)=CC=CC3N2,22,26
2583472-52-8,O=C(O)C1=CC=CC(=C1C(=O)O)N2C(=CC=C2CCC)C,21,25
2568003-24-5,O=C(O)C=1C=CC(=CC1C(=O)O)C2=NC3=CN=CC(=C3N2)C,22,26
2553937-57-6,O=C(O)C1=CC=CC(C2=NC=3C(O)=CC=CC3N2)=C1C(=O)O,22,31
2552717-57-2,O=C(O)C1=CC=CC(C2=NC3=CN=CC(=C3N2)C)=C1C(=O)O,22,32
2507185-93-3,O=C(O)C=1C=CC=C(C#CC2=C(ON=C2C)N)C1C(=O)O,21,30
2507113-18-8,O=C(O)C=1C=CC(=CC1C(=O)O)C2=NC=3N=C(C=CC3N2)C,22,26
2506893-40-7,O=C(O)C1=CC=C(C=C1C(=O)O)N2C(=CC=C2CCC)C,21,25
2347983-23-5,O=C(O)C=1C=CC=C(NC(=O)CCCSC=2C=CC=CC2)C1C(=O)O,25,41
2347157-04-2,O=C(O)C=1C=CC=C(NC(=O)CC2=CC=CC=3C=CC=CC32)C1C(=O)O,26,40
2345019-47-6,O=C(O)C=1C=CC=C(NC(=O)C=2SC=CC2C)C1C(=O)O,21,31
2344841-86-5,O=C(O)C1=CC=C(C=C1)S(=O)(=O)NC2=CC=CC(C(=O)O)=C2C(=O)O,35,34
2340712-51-6,O=C(O)C=1C=CC=C(NC(=O)COC=2C=CC=CC2OC)C1C(=O)O,25,39
2340404-99-9,O=C(O)C=1C=CC=C(NC(=O)CCOC=2C=CC=CC2C)C1C(=O)O,25,41
2340046-51-5,O=C(O)C=1C=CC=C(NC(=O)C=2C=CC=CC2C(=O)OC)C1C(=O)O,25,37
2340044-61-1,O=C(O)C=1C=CC=C(NC(=O)C=2C=CC=C(OCC(C)C)C2)C1C(=O)O,26,44
2339815-58-4,O=C(O)C=1C=CC=C(NC(=O)CCOC2=CC=CC(=C2)C)C1C(=O)O,25,41
2338178-30-4,O=C(O)C=1C=CC=C(NC(=O)COC2=CC=C(C=C2)CCC)C1C(=O)O,26,44
2338178-28-0,O=C(O)C=1C=CC=C(NC(=O)COC2=CC=CC(=C2C)C)C1C(=O)O,25,41
2337174-12-4,O=C(O)C=1C=CC=C(NC(=O)CCC2=CC=C(OCC)C=C2)C1C(=O)O,26,44
1822806-30-3,O=C(O)C1=CC=CC(=C1C(=O)O)C(N)CNC(=O)OC(C)(C)C,23,27
1391063-37-8,O=C(O)C1=CC=C(C=C1C(=O)O)C(N)CNC(=O)OC(C)(C)C,23,27
1344543-61-8,O=C(O)C1=CC=C(C=C1C(=O)O)C(N)CNC(=O)OC(C)(C)C,23,27
1344536-89-5,O=C(O)C1=CC=CC(=C1C(=O)O)C(N)CNC(=O)OC(C)(C)C,23,27
1344530-01-3,O=C(O)C1=CC=CC(=C1C(=O)O)C(N)CNC(=O)OC(C)(C)C,23,27
1344471-39-1,O=C(O)C1=CC=C(C=C1C(=O)O)C(N)CNC(=O)OC(C)(C)C,23,27
337493-54-6,O=C(O)C1=CC=2N=C(N(C2C=C1C(=O)O)CC)C,18,21
92241-99-1,O=C(O)C1=CC=C2C(C(=O)CC2C=3C=CC=CC3)=C1C(=O)O,22,33
142118-82-9,O=C(O)C=1C=CC2=C(N=C(N2CC)C)C1C(=O)O,18,29
139257-73-1,O=C(O)C1=CC=CC(=C1C(=O)O)N(=O)=N(=O)C=2C=CC=C(C(=O)O)C2C(=O)O,28,32
91545-13-0,O=C(O)C1=CC=2C=3C=CC=CC3NC2C(=C1C(=O)O)CC,21,28
2627874-99-9,O=C(O)C1=CC=CC(C2=NC3=CC(N)=CC=C3N2)=C1C(=O)O,22,32
2500934-77-8,O=C(O)C1=CC=C(C#CC2=C(ON=C2C)N)C=C1C(=O)O,21,30
2493778-24-6,O=C(O)C=1C=CC=C(C#CCN2C(=CC=C2C)C)C1C(=O)O,22,36
2475842-70-5,O=CC1=CC=CN1CC#CC2=CC=CC(C(=O)O)=C2C(=O)O,32,31
2442365-83-3,O=C(O)C=1C=CC=C(C#CCN2C(=O)NCC2)C1C(=O)O,21,32
2346747-99-5,O=C(O)C=1C=CC=C(NC(=O)CCCC2=CC=C(C(=C2)C)C)C1C(=O)O,26,46
2341729-70-0,O=C(O)C=1C=CC=C(NC(=O)CCC2=CC=C(Cl)C=C2)C1C(=O)O,24,37
2341729-42-6,O=C(O)C=1C=CC=C(NC(=O)COC2=CC=C(C(=C2)C)C)C1C(=O)O,25,41
2340044-72-4,O=C(O)C=1C=CC=C(NS(=O)(=O)C2=CC=C(OC)C=C2)C1C(=O)O,24,36
2338723-04-7,O=C(O)C=1C=CC=C(NC(=O)CCOC2=CC=C(C=C2)C)C1C(=O)O,25,41
2338504-55-3,O=C(O)C=1C=CC=C(NC(=O)C2=CC=C(OCC(C)C)C=C2)C1C(=O)O,26,44
2337174-79-3,O=C(O)C=1C=CC=C(NC(=O)CC=2C=CC(=CC2)C=3C=CC=CC3)C1C(=O)O,28,44
2337174-75-9,O=C(O)C=1C=CC=C(NC(=O)CCCC2=CC=C(C=C2C)C)C1C(=O)O,26,46
2334919-85-4,O=C(O)C=1C=CC=C(NC(=O)CCCC2=CC=C(OC)C=C2)C1C(=O)O,26,44
2330807-32-2,O=C(O)C=1C=CC=C(NC(=O)COC2=CC=C(C=C2C)C)C1C(=O)O,25,41
404864-16-0,O=C(O)C1=CC=C(C=C1C(=O)O)C(=O)C=2C=CC=C(C2)NC(=O)CC,25,29
328265-19-6,O=C(O)C1=CC=C(C=C1C(=O)O)NC(=O)C(C=2C=CC=CC2)C=3C=CC=CC3,28,32
104941-67-5,O=C(O)C1=CC=C(C=C1C(=O)O)S(=O)(=O)NC2=CC=C(Cl)C=C2,23,27
104941-66-4,O=C(O)C1=CC=C(C=C1C(=O)O)S(=O)(=O)NC=2C=CC=CC2Cl,23,27
856806-95-6,O=C(O)C1=C(C(=O)O)C2=C(OC(=O)C2)C(C(=O)C)=C1C,21,20
671215-12-6,O=C(O)C=1C2=CC3=CC=C(C=C3C=C2C(C(=O)O)=C(C(=O)O)C1C(=O)O)S(=O)(=O)S,37,36
104941-95-9,O=C(O)C1=CC=C(C=C1C(=O)O)S(=O)(=O)OC2=CC=C(C=C2)N(=O)=O,25,29
42525-15-5,O=C(O)C=1C=C2C(=O)C3=CC=4C=CC=CC4C=C3C(=O)C2=CC1C(=O)O,26,35
2780026-91-5,O=C(O)C1=CC=C(C=C1C(=O)O)S(=O)(=O)N(C)C2CCC2,21,25
2615817-49-5,O=C(O)C1=CC=CC(=C1C(=O)O)N2C(=CC=C2C(C)C)C,21,25
2613724-46-0,O=C(O)C=1C=CC(=CC1C(=O)O)C2=NC3=CC=C(N)C=C3N2,22,26
2578359-15-4,O=C(O)C1=CC=C(C#CCN2C(=CC=C2C)C)C=C1C(=O)O,22,36
2572323-27-2,O=C(O)C1=CC=C(C=C1C(=O)O)N2C(=CC=C2C(C)C)C,21,25
2557765-15-6,O=C(O)C=1C=CC=C(C#CC=2C=NN(C2C)CC)C1C(=O)O,22,35
2347157-16-6,O=C(O)C=1C=CC=C(NC(=O)C2=CC=C(OCC=3C=CC=CC3)C=C2)C1C(=O)O,29,45
2347032-32-8,O=C(O)C=1C=CC=C(NC(=O)CCCOC=2C=CC=CC2C)C1C(=O)O,26,44
2346326-52-9,O=C(O)C=1C=CC=C(NC(=O)C2=CC=C(F)C(F)=C2F)C1C(=O)O,24,31
2345019-53-4,O=C(O)C=1C=CC=C(NC(=O)C=2C=CC=C(OC=3C=CC=CC3)C2)C1C(=O)O,28,42
2344841-78-5,O=C(O)C=1C=CC=C(NS(=O)(=O)C2=CC=C(F)C=C2)C1C(=O)O,23,32
2340712-16-3,O=C(O)C=1C=CC=C(NC(=O)C2=CC=C(OCCCCCC)C=C2)C1C(=O)O,28,50
2340046-45-7,O=C(O)C=1C=CC=C(NC(=O)COC2=CC=CC(=C2)C(C)C)C1C(=O)O,26,44
2340044-68-8,O=C(O)C=1C=CC=C(NS(=O)(=O)C2=CC=C(Cl)C=C2)C1C(=O)O,23,32
2338493-51-7,O=C(O)C=1C=CC=C(NC(=O)COC=2C=CC=CC2OCC)C1C(=O)O,26,42
2338347-04-7,O=C(O)C=1C=CC=C(NC(=O)CCOC2=CC=C(C=C2)CC)C1C(=O)O,26,44
2337154-43-3,O=C(O)C=1C=CC=C(NC(=O)CC(C=2C=CC=CC2)C=3C=CC=CC3)C1C(=O)O,29,47
1898181-03-7,O=C(O)C=1C=C(C(=CC1C(=O)O)CC(=O)C2=CC=C(OC)C=C2)N(=O)=O,26,29
61754-78-7,O=C(O)C=1C=C2C(=O)C=3C(O)=CC=C(O)C3C(=O)C2=CC1C(=O)O,24,31
194150-54-4,O=C(O)C1=CC=C(OC2=CC=CC=3C(OC4=CC=C(C(=O)O)C(=C4)C(=O)O)=CC=CC23)C=C1C(=O)O,36,51
172849-78-4,O=C(O)C1=C(O)C=2C=C(OC)C(OC)=C(OC)C2C(C=3C=CC(OC)=C(OC)C3)=C1C(=O)O,33,54
94803-08-4,O=C(O)C1=CC=C2C(=O)C=3C(=CC=C(C3C)C)C(=O)C2=C1C(=O)O,24,35
858853-04-0,O=C(O)C1=CC=CC(=C1C(=O)O)C2OC(=O)C=3C=CC=CC32,22,26
2617677-17-3,O=C(O)C1=CC(N)=CC(C2=NC=3C=NC=CC3N2)=C1C(=O)O,22,31
2614714-98-4,O=C(O)C=1C=CC(=CC1C(=O)O)C2=NC3=NC=CC(N)=C3N2,22,26
2596473-15-1,O=C(O)C1=CC=C(C#CCN2C(=O)NCC2)C=C1C(=O)O,21,32
2595792-33-7,O=C(O)C1=CC(N)=CC(C2=NC3=NC=CC=C3N2)=C1C(=O)O,22,31
2595637-76-4,O=CC1=CC=CN1CC#CC2=CC=C(C(=O)O)C(=C2)C(=O)O,32,30
2574614-29-0,O=C(O)C1=CC=CC(C2=NC3=NC=CC(N)=C3N2)=C1C(=O)O,22,31
2549718-52-5,O=C(O)C=1C=CC(=CC1C(=O)O)C2=NC3=C(C=CN=C3C)N2,22,26
2544828-84-2,O=C(O)C1=CC(N)=CC(C2=NC=3C=NN=CC3N2)=C1C(=O)O,22,30
2524622-36-2,O=C(O)C1=CC=CC(C2=NC3=C(C=CN=C3C)N2)=C1C(=O)O,22,32
2438966-01-7,O=C(O)C1=CC=CC(C2=NC3=NC(=NC=C3N2)N)=C1C(=O)O,22,30
2438447-36-8,O=C(O)C1=CC=C(C#CC=2C=NN(C2C)CC)C=C1C(=O)O,22,35
2349196-19-4,O=C(O)C=1C=CC=C(NC(=O)C=CC=2C=CC=C(OC)C2)C1C(=O)O,25,39
2348884-59-1,O=C(O)C=1C=CC=C(NC(=O)C=CC2=CC=C(OC)C=C2)C1C(=O)O,25,39
2346748-07-8,O=C(O)C=1C=CC=C(NC(=O)C=2C=CC=CC2SCC(C)C)C1C(=O)O,26,44
2344841-61-6,O=C(O)C=1C=CC=C(NC(=O)C=2C(Cl)=CC=C(Cl)C2Cl)C1C(=O)O,24,31
2341729-38-0,O=C(O)C=1C=CC=C(NC(=O)C2=CC(Cl)=CC=C2OC)C1C(=O)O,24,35
2339815-69-7,O=C(O)C=1C=CC=C(NC(=O)CCSC2=CC=C(C=C2)C)C1C(=O)O,25,41
2338272-03-8,O=C(O)C=1C=CC=C(NC(=O)C2=CC=C(SCC(C)C)C=C2)C1C(=O)O,26,44
2338178-37-1,O=C(O)C=1C=CC=C(NC(=O)CCCOC2=CC=C(C=C2)C)C1C(=O)O,26,44
2337173-80-3,O=C(O)C=1C=CC=C(NC(=O)CC2=CC=C(C=C2)N(=O)=O)C1C(=O)O,25,36
2335731-30-9,O=C(O)C=1C=CC=C(NC(=O)CC=2C=CC=C(C2)N(=O)=O)C1C(=O)O,25,36
6710-38-9,O=C(O)C1=C2C=CC(=C1C(=O)O)C3=C2C=CC43OCCO4,21,24
884740-33-4,O=C(O)C=1C=C2C(=O)C=3C=CC=4C=CC=CC4C3C(=O)C2=CC1C(=O)O,26,35
109555-44-4,O=C(O)C1=CC=C2C(=O)C3=CC=C(C(=O)O)C(C(=O)O)=C3C(=O)C2=C1,31,30
109555-43-3,O=C(O)C1=CC=C2C(=O)C=3C(=CC=C(C(=O)O)C3C(=O)O)C(=O)C2=C1,31,30
1812209-03-2,O=C(O)C1=CC=C(C=C1C(=O)O)CN(C=2C=CC(=CC2)C=3C=CC=CC3)CC(=O)O,30,34
108604-59-7,O=C(O)C=1C=2OC(=CC2C=C(C1C(=O)O)CC=3C=CC=CC3)C,23,26
342585-64-2,O=C(O)C1=CC2=C(C=C1C(=O)O)C3=CC=C2CCC4=CC=C(C=5C=C(C(=O)O)C(=CC54)C(=O)O)CC3,36,39
2622822-22-2,O=CC1=NC=CN1CC#CC2=CC=CC(C(=O)O)=C2C(=O)O,31,30
2508782-44-1,O=C(O)C=1C=CC(=CC1C(=O)O)C2=NC3=NC(=NC=C3N2)N,22,26
2508350-38-5,O=C(O)C=1C=CC=C(C#CCN2C(=O)C=CC2=O)C1C(=O)O,22,30
2348868-27-7,O=C(O)C=1C=CC=C(NC(=O)C=CC=2OC=CC2)C1C(=O)O,22,32
2347032-51-1,O=C(O)C=1C=CC=C(NC(=O)C2=CC(OC)=C(OC)C(OC)=C2)C1C(=O)O,27,43
2339815-65-3,O=C(O)C=1C=CC=C(NC(=O)CCOC=2C=CC=C(OC)C2)C1C(=O)O,26,42
2337174-77-1,O=C(O)C=1C=CC=C(NC(=O)CCCC2=CC=C(Cl)C=C2)C1C(=O)O,25,40
2334919-70-7,O=C(O)C=1C=CC=C(NC(=O)CCCC2=CC=C(F)C=C2)C1C(=O)O,25,40
2332748-32-8,O=C(O)C=1C=CC=C(NS(=O)(=O)C2=CC=C(OCC)C=C2)C1C(=O)O,25,39
2332748-20-4,O=C(O)C=1C=CC=C(NC(=O)CCCOC2=CC=C(C=C2)CC)C1C(=O)O,27,47
201480-67-3,O=C(O)C1=CC=C(C=C1)S(=O)(=O)C2=CC=C(OC3=CC=C(C(=O)O)C(=C3)C(=O)O)C=C2,42,40
47766-03-0,O=C(O)C=1C=C(C(=O)O)C(=CC1C(=O)O)C(=O)OC(=O)C2=CC(C(=O)O)=C(C=C2C(=O)O)C(=O)O,35,39
392248-86-1,O=C(O)C=1C(O)=C2C(=O)C=3C=CC=CC3C(=O)C2=C(O)C1C(=O)O,24,31
303774-51-8,O=C(O)C1=CC=C(SC2=CC=C(OC3=CC=C(SC4=CC=C(C(=O)O)C(=C4)C(=O)O)C=C3)C=C2)C=C1C(=O)O,39,56
186965-81-1,O=C(O)C1=CC=2OC=3C=C(C(=O)O)C(=CC3C(C2C=C1C(=O)O)(C)C)C(=O)O,28,34
1812209-16-7,O=C(O)C1=CC=C(C=C1C(=O)O)CN(CC(=O)O)CC2=CC=C(OC(F)F)C=C2,29,33
1812209-02-1,O=C(O)C1=CC=C(C=C1C(=O)O)CN(CC(=O)O)CCN2CCOCC2,26,30
1812209-01-0,O=C(O)C1=CC=C(C=C1C(=O)O)CN(C=2C=CC=3C=CC=CC3C2)CC(=O)O,28,32
1812209-00-9,O=C(O)C1=CC=C(C=C1C(=O)O)CN(C2=CC=CC=3C=CC=CC32)CC(=O)O,28,32
113002-26-9,O=C(O)C=1C=C(OC)C=2C=3C=CC=CC3NC2C1C(=O)O,21,31
2791182-48-2,O=C(O)C1=CC=C(C=C1C(=O)O)S(=O)(=O)N2CCN(C)CC2,22,26
2596624-08-5,O=C(O)C1=CC(N)=CC(C2=NC=3N=CN=CC3N2)=C1C(=O)O,22,30
2541795-13-3,O=C(O)C1=CC=C(C#CCN2C(=O)C=CC2=O)C=C1C(=O)O,22,30
2347032-09-9,O=C(O)C=1C=CC=C(NC(=O)COC=2C=C(C=C(C2C)C)C)C1C(=O)O,26,44
2346373-62-2,O=C(O)C=1C=CC=C(NC(=O)CCCOC=2C(=CC=CC2C)C)C1C(=O)O,27,47
2346326-45-0,O=C(O)C=1C=CC=C(NC(=O)C2=CC=C(C=C2)C(F)(F)F)C1C(=O)O,25,34
2345023-10-9,O=C(O)C=1C=CC=C(NC(=O)C(OC2=CC=C(C=C2)C(C)C)C)C1C(=O)O,27,47
2345008-36-6,O=C(O)C=1C=CC=C(NC(=O)CCOC2=CC=C(OC)C=C2)C1C(=O)O,26,42
2344684-18-8,O=C(O)C=1C=CC=C(NC(=O)COC2=CC=C(Cl)C=C2)C1C(=O)O,24,35
2343993-63-3,O=C(O)C=1C=CC=C(NC(=O)CCOC=2C=CC=CC2OC)C1C(=O)O,26,42
2342976-35-4,O=C(O)C=1C=CC=C(NC(=O)C2=CC=C(C=C2)S(=O)(=O)C)C1C(=O)O,25,37
2341729-56-2,O=C(O)C=1C=CC=C(NC(=O)COC=2C(=CC=C(C2C)C)C)C1C(=O)O,26,44
2340404-70-6,O=C(O)C=1C=CC=C(NC(=O)CC2=CC=C(Cl)C(Cl)=C2)C1C(=O)O,24,34
2338493-54-0,O=C(O)C=1C=CC=C(NC(=O)C(OC=2C=CC=CC2C(C)C)C)C1C(=O)O,27,47
2338347-14-9,O=C(O)C=1C=CC=C(NC(=O)C=2C=CC=CC2C(F)(F)F)C1C(=O)O,25,34
2338347-06-9,O=C(O)C=1C=CC=C(NC(=O)C(OC2=CC=C(OC)C=C2)C)C1C(=O)O,26,42
2337173-79-0,O=C(O)C=1C=CC=C(NC(=O)CC2=CC=C(Cl)C=C2Cl)C1C(=O)O,24,34
2332541-00-9,O=C(O)C=1C=CC=C(NS(=O)(=O)C=2SC=CC2)C1C(=O)O,21,29
2332540-96-0,O=C(O)C=1C=CC=C(NC(=O)CC2=CC=C(OC)C(OC)=C2)C1C(=O)O,26,42
2331053-67-7,O=C(O)C=1C=CC=C(NC(=O)CCCSC2=CC=C(C=C2)C)C1C(=O)O,26,44
2083621-44-5,O=C(O)C1=CC=C(C=C1C(=O)O)CN(C=2C=CC(=CC2)C=3C=CC=CC3)CCC(=O)O,31,35
939746-40-4,O=C(O)C1=CC=C(C=C1)S(=O)(=O)C=2C=CC=C(OC3=CC=C(C(=O)O)C(=C3)C(=O)O)C2,43,41
300406-06-8,O=C(O)C1=CC=C(SC2=CC=C(C=C2)S(=O)(=O)C3=CC=C(C(=O)O)C(=C3)C(=O)O)C=C1C(=O)O,34,47
1323407-88-0,O=C(O)C=1C=CC=C(OCC2=CC=C(C=C2)CN3CCOCC3)C1C(=O)O,27,47
104825-38-9,O=C(O)C=1C(=CC=C(C1C(=O)O)CS(=O)(=O)C=2C=CC=CC2)N(=O)=O,25,28
104825-37-8,O=C(O)C=1C=C(C(=CC1C(=O)O)CS(=O)(=O)C=2C=CC=CC2)N(=O)=O,25,28
91545-16-3,O=C(O)C=1C=C2C=3C=CC=CC3N(C2=C(C1C(=O)O)C)C,21,27
2779211-13-9,O=C(O)C1=CC=C(C=C1C(=O)O)S(=O)(=O)N(C)C2CCCC2,22,26
2606330-22-5,O=CC1=NC=CN1CC#CC2=CC=C(C(=O)O)C(=C2)C(=O)O,31,29
2566329-91-5,O=C(O)C=1C=CC=C(C#CC=2C(=NN(C2C)C)C)C1C(=O)O,22,35
2565907-85-7,O=C(O)C1=CC=CC(C2=NC3=CN=C(N)C=C3N2)=C1C(=O)O,22,31
2386153-77-9,O=C(O)C1=CC=C2C(C=NN2CC=3C=CC=CC3)=C1C(=O)O,22,33
2348880-43-1,N#CC(=CC=1C=CC=CC1)C(=O)NC2=CC=CC(C(=O)O)=C2C(=O)O,36,35
2345019-45-4,O=C(O)C=1C=CC=C(NC(=O)CCCOC2=CC=C(OC)C=C2)C1C(=O)O,27,45
2343993-65-5,O=C(O)C=1C=CC=C(NC(=O)C=2C=CC=CC2S(=O)(=O)C)C1C(=O)O,25,37
2083631-38-1,O=C(O)C1=CC=C(C=C1C(=O)O)CN(C2=CC=CC=3C=CC=CC32)CCC(=O)O,29,33
1630591-04-6,O=C(O)C1=CC(Br)=C2C(=O)CC(N)C2=C1C(=O)O,18,25
1630590-84-9,O=C(O)C1=CC(Br)=C2C(C(=O)CC2N)=C1C(=O)O,18,25
1630466-89-5,O=C(O)C1=CC(Br)=C2C(=O)CC(N)C2=C1C(=O)O,18,25
